Column1,Title,PositiveReview,NegativeReview,Topic,Selected Content,Pos/Neg,Head,Body 1,Body 2,Body 3,Body 4,Body 5,Body 6,Body 7,Body 8,Body 9,Body 10,Body 11,Body 12,Body 13,Body 14,Body 15,Cont. Body 1,Cont. Body 2,Cont. Body 3,Cont. Body 4,Cont. Body 5,Cont. Body 6,Cont. Body 7,Cont. Body 8,Cont. Body 9,Cont. Body 10,Cont. Body 11,Cont. Body 12,Cont. Body 13,Cont. Body 14,Cont. Body 15,Concat,Claim,PositiveReview Relevancy,NegativeReview Relevancy,Column2,Column3,,
15,"Friendly, family run hotel with excellent kitchen","Second visit - Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.
 The staff make it - particularly reception and the dining room.","Nothing really, though for a stay for more than a few days - it is a bit on the edge of Larnaca - with frequent busses to the centre.",Staff,The staff make it ,Positive,good_staff,staff_make_it,,,,,,,,,,,,,,,no_evident_not_staff_make_it,,,,,,,,,,,,,,,"staff_make_it , no_evident_not_staff_make_it",,,,,,,
15,"Friendly, family run hotel with excellent kitchen","Second visit - Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.
 The staff make it - particularly reception and the dining room.","Nothing really, though for a stay for more than a few days - it is a bit on the edge of Larnaca - with frequent busses to the centre.",Location,it is a bit on the edge of Larnaca - with frequent busses to the centre.,Negative,bad_location,on_the_edge_of_Larnaca,,,,,,,,,,,,,,,have_evident_on_the_edge_of_Larnaca,,,,,,,,,,,,,,,,,,,,,,
15,"Friendly, family run hotel with excellent kitchen","Second visit - Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.
 The staff make it - particularly reception and the dining room.","Nothing really, though for a stay for more than a few days - it is a bit on the edge of Larnaca - with frequent busses to the centre.",Off,"Second visit. - particularly reception and the dining room, Nothing really, though for a stay for more than a few days - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Great hotel with great food!,"I liked the rooms- they are spacious, clean, the window view is nice too. The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",,Room,"I liked the rooms- they are spacious, clean, the window view is nice too.",Positive,good_room,spacious_room,clean_room,nice_window_view,,,,,,,,,,,,,no_evident_not_spacious_room,no_evident_not_clean_room,no_evident_not_nice_window_view,,,,,,,,,,,,,"spacious_room , clean_room , nice_window_view , no_evident_not_spacious_room , no_evident_not_clean_room , no_evident_not_nice_window_view",Claim,Yes,Noise Negative Null,,,,
16,Great hotel with great food!,"I liked the rooms- they are spacious, clean, the window view is nice too. The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",,Food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",Positive,good_food,amazing_restaurant_downstair,tasty_food,made_with_care_food,care_about_detail,olive_oil_galore,herb_delicious,,,,,,,,,,no_evident_not_amazing_restaurant_downstair,no_evident_not_tasty_food,no_evident_not_made_with_care_food,no_evident_not_care_about_detail,no_evident_not_olive_oil_galore,no_evident_not_herb_delicious,,,,,,,,,,"amazing_restaurant_downstair , tasty_food , made_with_care_food , care_about_detail , olive_oil_galore , herb_delicious , no_evident_not_amazing_restaurant_downstair , no_evident_not_tasty_food , no_evident_not_made_with_care_food , no_evident_not_care_about_detail , no_evident_not_olive_oil_galore , no_evident_not_herb_delicious",,,,,,,
17,Clean and cozy hotel with very friendly owner close to sandy beach and the airport.,The owner and staff were exceptionally friendly and supportive and helped with all our wishes. Our room had a balcony with great view of the sea and surrounding area.,-,Staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,Positive,good_staff,friendly_staff,supportive_staff,staff_help_with_all_our_wish,,,,,,,,,,,,,no_evident_not_friendly_staff,no_evident_not_supportive_staff,no_evident_not_staff_help_with_all_our_wish,,,,,,,,,,,,,"friendly_staff , supportive_staff , staff_help_with_all_our_wish , no_evident_not_friendly_staff , no_evident_not_supportive_staff , no_evident_not_staff_help_with_all_our_wish",Claim,Yes,Noise Negative Null,,,,
17,Clean and cozy hotel with very friendly owner close to sandy beach and the airport.,The owner and staff were exceptionally friendly and supportive and helped with all our wishes. Our room had a balcony with great view of the sea and surrounding area.,-,Room,Our room had a balcony with great view of the sea and surrounding area.,Positive,good_room,balcony_room_with_great_sea_view,balcony_room_with_great_surrounding_area_view,,,,,,,,,,,,,,no_evident_not_balcony_room_with_great_sea_view,no_evident_not_balcony_room_with_great_surrounding_area_view,,,,,,,,,,,,,,"balcony_room_with_great_sea_view , balcony_room_with_great_surrounding_area_view , no_evident_not_balcony_room_with_great_sea_view , no_evident_not_balcony_room_with_great_surrounding_area_view",,,,,,,
18,"Friendly, well run family hotel","A family run hotel, with extremely friendly reception and dining staff, very bright, nice seating areas inside and out. Meals well prepared and good value. Bus every 20 minutes to the centre of Larnaka.","Nothing, considering the price",Staff,"with extremely friendly reception and dining staff,",Positive,good_staff,friendly_staff,,,,,,,,,,,,,,,no_evident_not_friendly_staff,,,,,,,,,,,,,,,"friendly_staff , no_evident_not_friendly_staff",Claim,Yes,Noise Negative Null,,,,
18,"Friendly, well run family hotel","A family run hotel, with extremely friendly reception and dining staff, very bright, nice seating areas inside and out. Meals well prepared and good value. Bus every 20 minutes to the centre of Larnaka.","Nothing, considering the price",Food,Meals well prepared and good value. ,Positive,good_food,well_prepared_meal,good_value_food,,,,,,,,,,,,,,no_evident_not_well_prepared_meal,no_evident_not_good_value_food,,,,,,,,,,,,,,"well_prepared_meal , good_value_food , no_evident_not_well_prepared_meal , no_evident_not_good_value_food",,,,,,,
18,"Friendly, well run family hotel","A family run hotel, with extremely friendly reception and dining staff, very bright, nice seating areas inside and out. Meals well prepared and good value. Bus every 20 minutes to the centre of Larnaka.","Nothing, considering the price",Location,Bus every 20 minutes to the centre of Larnaka.,Positive,good_location,bus_every_20 minute_to_Larnaka_center,,,,,,,,,,,,,,,no_evident_not_bus_every_20 minute_to_Larnaka_center,,,,,,,,,,,,,,,"bus_every_20 minute_to_Larnaka_center , no_evident_not_bus_every_20 minute_to_Larnaka_center",,,,,,,
18,"Friendly, well run family hotel","A family run hotel, with extremely friendly reception and dining staff, very bright, nice seating areas inside and out. Meals well prepared and good value. Bus every 20 minutes to the centre of Larnaka.","Nothing, considering the price",Off,"A family run hotel, very bright, nice seating areas inside and out. Nothing, considering the price",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Nice hotel close to the airport,Close to airport,,Location,Close to airport,Positive,good_location,close_to_airport,,,,,,,,,,,,,,,no_evident_not_close_to_airport,,,,,,,,,,,,,,,"close_to_airport , no_evident_not_close_to_airport",Claim,Yes,Noise Negative Null,,,,
20,Exceptional,"location, clean, friendly stuff",,Off,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
20,Exceptional,"location, clean, friendly stuff",,Room,clean,Positive,good_room,clean_room,,,,,,,,,,,,,,,no_evident_not_clean_room,,,,,,,,,,,,,,,"clean_room , no_evident_not_clean_room",,,,,,,
20,Exceptional,"location, clean, friendly stuff",,Staff,friendly stuff,Positive,good_staff,friendly_staff,,,,,,,,,,,,,,,no_evident_not_friendly_staff,,,,,,,,,,,,,,,"friendly_staff , no_evident_not_friendly_staff",,,,,,,
21,Amazing place and amazing people in this hotel. Highly recommended!,"The hotel is impressive how clean nice and comfortable it is, however what will bring me back is the staff and the owners. Richard (the chef) is personally buying super fresh food for the restaurant. Everything from breakfast to dinner is absolutely delicious. The owners have been super kind to me :)",,Room,The hotel is impressive how clean nice and comfortable it is,Positive,good_room,clean_room,nice_room,comfortable_room,,,,,,,,,,,,,no_evident_not_clean_room,no_evident_not_nice_room,no_evident_not_comfortable_room,,,,,,,,,,,,,"clean_room , nice_room , comfortable_room , no_evident_not_clean_room , no_evident_not_nice_room , no_evident_not_comfortable_room",Claim,Yes,Noise Negative Null,,,,
21,Amazing place and amazing people in this hotel. Highly recommended!,"The hotel is impressive how clean nice and comfortable it is, however what will bring me back is the staff and the owners. Richard (the chef) is personally buying super fresh food for the restaurant. Everything from breakfast to dinner is absolutely delicious. The owners have been super kind to me :)",,Staff,however what will bring me back is the staff and the owners. Richard (the chef) is personally buying super fresh food for the restaurant. The owners have been super kind to me :),Positive,good_staff,staff_bring_back,staff_buy_fresh_food,kind_staff,,,,,,,,,,,,,no_evident_not_staff_bring_back,no_evident_not_staff_buy_fresh_food,no_evident_not_kind_staff,,,,,,,,,,,,,"staff_buy_fresh_food , kind_staff , no_evident_not_staff_bring_back , no_evident_not_staff_buy_fresh_food , no_evident_not_kind_staff",,,,,,,
21,Amazing place and amazing people in this hotel. Highly recommended!,"The hotel is impressive how clean nice and comfortable it is, however what will bring me back is the staff and the owners. Richard (the chef) is personally buying super fresh food for the restaurant. Everything from breakfast to dinner is absolutely delicious. The owners have been super kind to me :)",,Food,Everything from breakfast to dinner is absolutely delicious.,Positive,good_food,delicious_breakfast,delicious_dinner,,,,,,,,,,,,,,no_evident_not_delicious_breakfast,no_evident_not_delicious_dinner,,,,,,,,,,,,,,"delicious_breakfast , delicious_dinner , no_evident_not_delicious_breakfast , no_evident_not_delicious_dinner",,,,,,,
22,Would stay again for sure 😊,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things... although might have needed another set of drawers if there were two of us.","Fridge could have been put on beforehand so it was cold, the shower took a while to get hot, had to have a cold shower one morning as i needed to get out early. When you left it running for around 5 mins it got warm and was a good shower.
 Ordered pizza one night and was not great, too stodgy but I'm sure other food is better. The restaurant area is nice and the staff very accomodating.",Room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",Positive,good_room,perfect_room,look_new_room,clean_shiny_tiled_floor,clean_bathroom_tile,comfortable_bed,lot_of_room_to_put_thing,,,,,,,,,,no_evident_not_perfect_room,no_evident_not_look_new_room,no_evident_not_clean_shiny_tiled_floor,no_evident_not_clean_bathroom_tile,no_evident_not_comfortable_bed,no_evident_not_lot_of_room_to_put_thing,,,,,,,,,,"perfect_room , look_new_room , clean_shiny_tiled_floor , clean_bathroom_tile , comfortable_bed , lot_of_room_to_put_thing , no_evident_not_perfect_room , no_evident_not_look_new_room , no_evident_not_clean_shiny_tiled_floor , no_evident_not_clean_bathroom_tile , no_evident_not_comfortable_bed , no_evident_not_lot_of_room_to_put_thing",Claim,Yes,No,,,,
22,Would stay again for sure 😊,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things... although might have needed another set of drawers if there were two of us.","Fridge could have been put on beforehand so it was cold, the shower took a while to get hot, had to have a cold shower one morning as i needed to get out early. When you left it running for around 5 mins it got warm and was a good shower.
 Ordered pizza one night and was not great, too stodgy but I'm sure other food is better. The restaurant area is nice and the staff very accomodating.",Room,"although might have needed another set of drawers if there were two of us. Fridge could have been put on beforehand, the shower took a while to get hot,",Negative,bad_room,not_enough_drawer,fridge_could_be_put_on_beforehand,shower_took_a_while_to_get_hot,,,,,,,,,,,,,have_evident_not_enough_drawer,have_evident_fridge_could_be_put_on_beforehand,have_evident_shower_took_a_while_to_get_hot,,,,,,,,,,,,,"not_enough_drawer , fridge_could_be_put_on_beforehand , shower_took_a_while_to_get_hot , have_evident_not_enough_drawer , have_evident_fridge_could_be_put_on_beforehand , have_evident_shower_took_a_while_to_get_hot",,,,,,,
