ID,Original Assumption,Assumption,Proposition,is phrase B contain any Contrary to phrase A? by maya,is phrase B contain any Contrary to phrase A? by Watanee,is phrase B contain any Contrary to phrase A? by YY,is phrase B contain any Contrary to phrase A? by Nonraphan,is phrase B contain any Contrary to phrase A? by Phanphum,is phrase B contain any Contrary to phrase A? by Nimmida,Vote
219,no_evident_not_staff_take_time_to_explain,staff_take_time_to_explain,offended_staff,Yes,,,Yes,No,,Yes
220,no_evident_not_staff_take_time_to_explain,staff_take_time_to_explain,staff_not_justify_booking_issue,Yes,,,No,No,,No
221,no_evident_not_staff_take_time_to_explain,staff_take_time_to_explain,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,Yes,,,No,No,,No
222,no_evident_not_staff_take_time_to_explain,staff_take_time_to_explain,staff_enforce_cancellation_charge,Yes,,,Yes,No,,Yes
223,no_evident_not_staff_take_time_to_explain,staff_take_time_to_explain,staff_mistakenly_throw_valuable_item_during_cleaning_service,Yes,,,No,No,,No
224,no_evident_not_staff_take_time_to_explain,staff_take_time_to_explain,staff_not_provide_good_solution,Yes,,,Yes,No,,Yes
225,no_evident_not_staff_take_time_to_explain,staff_take_time_to_explain,staff_has_unaceptable_manner,Yes,,,Yes,No,,Yes
226,no_evident_not_staff_take_time_to_explain,staff_take_time_to_explain,staff_not_speak_Cypriot_language,No,,,Yes,No,,No
227,no_evident_not_staff_take_time_to_explain,staff_take_time_to_explain,no_staff_at_night,No,,,No,No,,No
228,no_evident_not_staff_take_time_to_explain,staff_take_time_to_explain,staff_not_understand_English_well,Yes,,,Yes,No,,Yes
229,no_evident_not_staff_take_time_to_explain,staff_take_time_to_explain,staff_cannot_give_bus_to_airport_information,Yes,,,No,No,,No
230,no_evident_not_staff_take_time_to_explain,staff_take_time_to_explain,only_one_staff_wear_mask,Yes,,,No,No,,No
231,no_evident_not_friendliest_staff,friendliest_staff,staff_not_speak_English_properly,No,,,No,No,,No
232,no_evident_not_friendliest_staff,friendliest_staff,staff_clean_after_complaint,Yes,,,No,No,,No
233,no_evident_not_friendliest_staff,friendliest_staff,staff_should_learn_better_English,No,,,No,No,,No
234,no_evident_not_friendliest_staff,friendliest_staff,staff_need_improve_organization,No,,,No,No,,No
235,no_evident_not_friendliest_staff,friendliest_staff,staff_need_improve_collaboration,Yes,,,No,No,,No
236,no_evident_not_friendliest_staff,friendliest_staff,staff_need_keep_update,Yes,,,No,No,,No
237,no_evident_not_friendliest_staff,friendliest_staff,not_kind_staff,Yes,,,Yes,Yes,,Yes
238,no_evident_not_friendliest_staff,friendliest_staff,no_empathy_staff,Yes,,,Yes,Yes,,Yes
239,no_evident_not_friendliest_staff,friendliest_staff,staff_fail_to_communicate_with_taxi,Yes,,,No,No,,No
240,no_evident_not_friendliest_staff,friendliest_staff,staff_fail_to_guest_request,No,,,No,No,,No
241,no_evident_not_friendliest_staff,friendliest_staff,staff_cannot_provide_double_bed,No,,,No,No,,No
242,no_evident_not_friendliest_staff,friendliest_staff,offended_staff,Yes,,,Yes,Yes,,Yes
243,no_evident_not_friendliest_staff,friendliest_staff,staff_not_justify_booking_issue,Yes,,,Yes,No,,Yes
244,no_evident_not_friendliest_staff,friendliest_staff,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,Yes,,,Yes,No,,Yes
245,no_evident_not_friendliest_staff,friendliest_staff,staff_enforce_cancellation_charge,Yes,,,Yes,No,,Yes
246,no_evident_not_friendliest_staff,friendliest_staff,staff_mistakenly_throw_valuable_item_during_cleaning_service,Yes,,,No,No,,No
247,no_evident_not_friendliest_staff,friendliest_staff,staff_not_provide_good_solution,Yes,,,Yes,No,,Yes
248,no_evident_not_friendliest_staff,friendliest_staff,staff_has_unaceptable_manner,Yes,,,Yes,Yes,,Yes
249,no_evident_not_friendliest_staff,friendliest_staff,staff_not_speak_Cypriot_language,No,,,No,No,,No
250,no_evident_not_friendliest_staff,friendliest_staff,no_staff_at_night,No,,,No,No,,No
251,no_evident_not_friendliest_staff,friendliest_staff,staff_not_understand_English_well,No,,,No,No,,No
252,no_evident_not_friendliest_staff,friendliest_staff,staff_cannot_give_bus_to_airport_information,No,,,No,No,,No
253,no_evident_not_friendliest_staff,friendliest_staff,only_one_staff_wear_mask,Yes,,,No,No,,No
254,no_evident_not_friendly_staff,friendly_staff,staff_not_speak_English_properly,Yes,,,No,No,,No
255,no_evident_not_friendly_staff,friendly_staff,staff_clean_after_complaint,Yes,,,No,No,,No
256,no_evident_not_friendly_staff,friendly_staff,staff_should_learn_better_English,No,,,No,No,,No
257,no_evident_not_friendly_staff,friendly_staff,staff_need_improve_organization,Yes,,,No,No,,No
258,no_evident_not_friendly_staff,friendly_staff,staff_need_improve_collaboration,Yes,,,No,No,,No
259,no_evident_not_friendly_staff,friendly_staff,staff_need_keep_update,Yes,,,No,No,,No
260,no_evident_not_friendly_staff,friendly_staff,not_kind_staff,Yes,,,Yes,Yes,,Yes
261,no_evident_not_friendly_staff,friendly_staff,no_empathy_staff,Yes,,,Yes,Yes,,Yes
262,no_evident_not_friendly_staff,friendly_staff,staff_fail_to_communicate_with_taxi,No,,,No,No,,No
263,no_evident_not_friendly_staff,friendly_staff,staff_fail_to_guest_request,No,,,No,No,,No
264,no_evident_not_friendly_staff,friendly_staff,staff_cannot_provide_double_bed,Yes,,,No,No,,No
265,no_evident_not_friendly_staff,friendly_staff,offended_staff,Yes,,,Yes,Yes,,Yes
266,no_evident_not_friendly_staff,friendly_staff,staff_not_justify_booking_issue,Yes,,,Yes,No,,Yes
267,no_evident_not_friendly_staff,friendly_staff,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,Yes,,,Yes,No,,Yes
268,no_evident_not_friendly_staff,friendly_staff,staff_enforce_cancellation_charge,Yes,,,Yes,No,,Yes
269,no_evident_not_friendly_staff,friendly_staff,staff_mistakenly_throw_valuable_item_during_cleaning_service,Yes,,,No,No,,No
270,no_evident_not_friendly_staff,friendly_staff,staff_not_provide_good_solution,Yes,,,Yes,No,,Yes
271,no_evident_not_friendly_staff,friendly_staff,staff_has_unaceptable_manner,Yes,,,Yes,Yes,,Yes
272,no_evident_not_friendly_staff,friendly_staff,staff_not_speak_Cypriot_language,No,,,No,No,,No
273,no_evident_not_friendly_staff,friendly_staff,no_staff_at_night,No,,,No,No,,No
274,no_evident_not_friendly_staff,friendly_staff,staff_not_understand_English_well,Yes,,,No,No,,No
275,no_evident_not_friendly_staff,friendly_staff,staff_cannot_give_bus_to_airport_information,Yes,,,No,No,,No
276,no_evident_not_friendly_staff,friendly_staff,only_one_staff_wear_mask,Yes,,,No,No,,No
277,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_not_speak_English_properly,No,,,No,Yes,,No
278,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_clean_after_complaint,Yes,,,No,No,,No
279,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_should_learn_better_English,No,,,No,Yes,,No
280,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_need_improve_organization,No,,,No,No,,No
281,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_need_improve_collaboration,Yes,,,No,No,,No
282,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_need_keep_update,Yes,,,No,No,,No
283,no_evident_not_nice_to_talk_to,nice_to_talk_to,not_kind_staff,Yes,,,Yes,Yes,,Yes
284,no_evident_not_nice_to_talk_to,nice_to_talk_to,no_empathy_staff,Yes,,,Yes,Yes,,Yes
285,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_fail_to_communicate_with_taxi,Yes,,,No,No,,No
286,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_fail_to_guest_request,No,,,No,No,,No
287,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_cannot_provide_double_bed,No,,,No,No,,No
288,no_evident_not_nice_to_talk_to,nice_to_talk_to,offended_staff,Yes,,,Yes,Yes,,Yes
289,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_not_justify_booking_issue,Yes,,,Yes,Yes,,Yes
290,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,Yes,,,Yes,No,,Yes
291,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_enforce_cancellation_charge,Yes,,,Yes,No,,Yes
292,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_mistakenly_throw_valuable_item_during_cleaning_service,Yes,,,Yes,No,,Yes
293,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_not_provide_good_solution,Yes,,,Yes,Yes,,Yes
294,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_has_unaceptable_manner,Yes,,,Yes,Yes,,Yes
295,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_not_speak_Cypriot_language,No,,,No,Yes,,No
296,no_evident_not_nice_to_talk_to,nice_to_talk_to,no_staff_at_night,No,,,No,No,,No
297,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_not_understand_English_well,No,,,No,Yes,,No
298,no_evident_not_nice_to_talk_to,nice_to_talk_to,staff_cannot_give_bus_to_airport_information,No,,,No,No,,No
299,no_evident_not_nice_to_talk_to,nice_to_talk_to,only_one_staff_wear_mask,Yes,,,Yes,No,,Yes
300,no_evident_not_exceptional_staff,exceptional_staff,staff_not_speak_English_properly,Yes,,,Yes,Yes,,Yes
301,no_evident_not_exceptional_staff,exceptional_staff,staff_clean_after_complaint,Yes,,,No,No,,No
302,no_evident_not_exceptional_staff,exceptional_staff,staff_should_learn_better_English,No,,,Yes,Yes,,Yes
303,no_evident_not_exceptional_staff,exceptional_staff,staff_need_improve_organization,No,,,Yes,Yes,,Yes
304,no_evident_not_exceptional_staff,exceptional_staff,staff_need_improve_collaboration,No,,,Yes,Yes,,Yes
305,no_evident_not_exceptional_staff,exceptional_staff,staff_need_keep_update,No,,,Yes,Yes,,Yes
306,no_evident_not_exceptional_staff,exceptional_staff,not_kind_staff,Yes,,,Yes,Yes,,Yes
307,no_evident_not_exceptional_staff,exceptional_staff,no_empathy_staff,Yes,,,Yes,Yes,,Yes
308,no_evident_not_exceptional_staff,exceptional_staff,staff_fail_to_communicate_with_taxi,Yes,,,Yes,Yes,,Yes
309,no_evident_not_exceptional_staff,exceptional_staff,staff_fail_to_guest_request,Yes,,,Yes,Yes,,Yes
310,no_evident_not_exceptional_staff,exceptional_staff,staff_cannot_provide_double_bed,Yes,,,Yes,Yes,,Yes
311,no_evident_not_exceptional_staff,exceptional_staff,offended_staff,Yes,,,Yes,Yes,,Yes
312,no_evident_not_exceptional_staff,exceptional_staff,staff_not_justify_booking_issue,Yes,,,Yes,Yes,,Yes
313,no_evident_not_exceptional_staff,exceptional_staff,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,Yes,,,Yes,Yes,,Yes
314,no_evident_not_exceptional_staff,exceptional_staff,staff_enforce_cancellation_charge,Yes,,,Yes,No,,Yes
315,no_evident_not_exceptional_staff,exceptional_staff,staff_mistakenly_throw_valuable_item_during_cleaning_service,Yes,,,Yes,Yes,,Yes
316,no_evident_not_exceptional_staff,exceptional_staff,staff_not_provide_good_solution,Yes,,,Yes,Yes,,Yes
317,no_evident_not_exceptional_staff,exceptional_staff,staff_has_unaceptable_manner,Yes,,,Yes,Yes,,Yes
318,no_evident_not_exceptional_staff,exceptional_staff,staff_not_speak_Cypriot_language,Yes,,,Yes,Yes,,Yes
319,no_evident_not_exceptional_staff,exceptional_staff,no_staff_at_night,Yes,,,Yes,No,,Yes
320,no_evident_not_exceptional_staff,exceptional_staff,staff_not_understand_English_well,Yes,,,Yes,Yes,,Yes
321,no_evident_not_exceptional_staff,exceptional_staff,staff_cannot_give_bus_to_airport_information,Yes,,,Yes,Yes,,Yes
322,no_evident_not_exceptional_staff,exceptional_staff,only_one_staff_wear_mask,Yes,,,Yes,Yes,,Yes
323,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_not_speak_English_properly,Yes,,,Yes,Yes,,Yes
324,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_clean_after_complaint,Yes,,,No,No,,No
325,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_should_learn_better_English,No,,,Yes,Yes,,Yes
326,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_need_improve_organization,Yes,,,No,Yes,,Yes
327,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_need_improve_collaboration,Yes,,,No,No,,No
328,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_need_keep_update,Yes,,,No,Yes,,Yes
329,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,not_kind_staff,Yes,,,Yes,Yes,,Yes
330,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,no_empathy_staff,Yes,,,Yes,Yes,,Yes
331,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_fail_to_communicate_with_taxi,No,,,Yes,Yes,,Yes
332,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_fail_to_guest_request,No,,,Yes,Yes,,Yes
333,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_cannot_provide_double_bed,Yes,,,Yes,Yes,,Yes
334,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,offended_staff,Yes,,,Yes,No,,Yes
335,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_not_justify_booking_issue,Yes,,,Yes,Yes,,Yes
336,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,Yes,,,Yes,No,,Yes
337,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_enforce_cancellation_charge,Yes,,,Yes,No,,Yes
338,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_mistakenly_throw_valuable_item_during_cleaning_service,Yes,,,No,No,,No
339,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_not_provide_good_solution,Yes,,,Yes,Yes,,Yes
340,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_has_unaceptable_manner,Yes,,,Yes,Yes,,Yes
341,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_not_speak_Cypriot_language,No,,,Yes,Yes,,Yes
342,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,no_staff_at_night,No,,,Yes,Yes,,Yes
343,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_not_understand_English_well,Yes,,,Yes,Yes,,Yes
344,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,staff_cannot_give_bus_to_airport_information,Yes,,,Yes,Yes,,Yes
345,no_evident_not_staff_go_out_of_their_way_for_us,staff_go_out_of_their_way_for_us,only_one_staff_wear_mask,Yes,,,No,Yes,,Yes
346,no_evident_not_welcoming_staff,welcoming_staff,staff_not_speak_English_properly,Yes,,,No,No,,No
347,no_evident_not_welcoming_staff,welcoming_staff,staff_clean_after_complaint,Yes,,,No,No,,No
348,no_evident_not_welcoming_staff,welcoming_staff,staff_should_learn_better_English,No,,,No,No,,No
349,no_evident_not_welcoming_staff,welcoming_staff,staff_need_improve_organization,No,,,No,No,,No
350,no_evident_not_welcoming_staff,welcoming_staff,staff_need_improve_collaboration,No,,,No,No,,No
351,no_evident_not_welcoming_staff,welcoming_staff,staff_need_keep_update,No,,,No,No,,No
352,no_evident_not_welcoming_staff,welcoming_staff,not_kind_staff,Yes,,,Yes,Yes,,Yes
353,no_evident_not_welcoming_staff,welcoming_staff,no_empathy_staff,Yes,,,Yes,Yes,,Yes
354,no_evident_not_welcoming_staff,welcoming_staff,staff_fail_to_communicate_with_taxi,Yes,,,No,No,,No
355,no_evident_not_welcoming_staff,welcoming_staff,staff_fail_to_guest_request,Yes,,,No,No,,No
356,no_evident_not_welcoming_staff,welcoming_staff,staff_cannot_provide_double_bed,No,,,No,No,,No
357,no_evident_not_welcoming_staff,welcoming_staff,offended_staff,Yes,,,Yes,Yes,,Yes
358,no_evident_not_welcoming_staff,welcoming_staff,staff_not_justify_booking_issue,No,,,No,No,,No
359,no_evident_not_welcoming_staff,welcoming_staff,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,No,,,No,No,,No
360,no_evident_not_welcoming_staff,welcoming_staff,staff_enforce_cancellation_charge,No,,,No,No,,No
361,no_evident_not_welcoming_staff,welcoming_staff,staff_mistakenly_throw_valuable_item_during_cleaning_service,Yes,,,No,No,,No
362,no_evident_not_welcoming_staff,welcoming_staff,staff_not_provide_good_solution,Yes,,,No,No,,No
363,no_evident_not_welcoming_staff,welcoming_staff,staff_has_unaceptable_manner,Yes,,,Yes,Yes,,Yes
364,no_evident_not_welcoming_staff,welcoming_staff,staff_not_speak_Cypriot_language,No,,,No,No,,No
365,no_evident_not_welcoming_staff,welcoming_staff,no_staff_at_night,No,,,Yes,Yes,,Yes
366,no_evident_not_welcoming_staff,welcoming_staff,staff_not_understand_English_well,Yes,,,No,No,,No
367,no_evident_not_welcoming_staff,welcoming_staff,staff_cannot_give_bus_to_airport_information,Yes,,,No,No,,No
368,no_evident_not_welcoming_staff,welcoming_staff,only_one_staff_wear_mask,No,,,No,No,,No
369,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_not_speak_English_properly,No,,,No,No,,No
370,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_clean_after_complaint,No,,,No,No,,No
371,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_should_learn_better_English,No,,,No,No,,No
372,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_need_improve_organization,No,,,No,No,,No
373,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_need_improve_collaboration,No,,,No,No,,No
374,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_need_keep_update,No,,,No,No,,No
375,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,not_kind_staff,Yes,,,Yes,Yes,,Yes
376,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,no_empathy_staff,Yes,,,Yes,Yes,,Yes
377,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_fail_to_communicate_with_taxi,No,,,No,No,,No
378,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_fail_to_guest_request,No,,,No,Yes,,No
379,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_cannot_provide_double_bed,Yes,,,No,No,,No
380,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,offended_staff,Yes,,,Yes,Yes,,Yes
381,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_not_justify_booking_issue,No,,,No,Yes,,No
382,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,No,,,No,Yes,,No
383,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_enforce_cancellation_charge,Yes,,,No,No,,No
384,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_mistakenly_throw_valuable_item_during_cleaning_service,Yes,,,No,Yes,,Yes
385,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_not_provide_good_solution,Yes,,,Yes,No,,Yes
386,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_has_unaceptable_manner,Yes,,,Yes,Yes,,Yes
387,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_not_speak_Cypriot_language,No,,,No,No,,No
388,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,no_staff_at_night,No,,,No,Yes,,No
389,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_not_understand_English_well,No,,,No,No,,No
390,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,staff_cannot_give_bus_to_airport_information,Yes,,,No,No,,No
391,no_evident_not_staff_make_like_staying_with_family,staff_make_like_staying_with_family,only_one_staff_wear_mask,Yes,,,No,No,,No
392,no_evident_not_staff_make_it,staff_make_it,staff_not_speak_English_properly,Yes,,,Yes,Yes,,Yes
